category,new_path,imagekit_url,used_in,action,note
social,ui/social/facebook-icon.webp,https://ik.imagekit.io/tdpebgueq/Agent_Tap_icons/5bb0f73a7b3e0f976acad614a42e5040.jpg?tr=f-auto,AccountPage.vue (alt=FB),convert-to-webp,
social,ui/social/telegram-icon.webp,https://ik.imagekit.io/tdpebgueq/icons/telegram_logo_QeWRW9-okP.png?tr=f-auto,AccountPage.vue (alt=TG),convert-to-webp,
spinwheel,ui/spinwheel/close-icon.webp,https://ik.imagekit.io/rbok01qam/Custom%20icons%20img/download.png?tr=f-auto,SpinWheelModal.vue,convert-to-webp,
spinwheel,ui/spinwheel/wheel-graphic.webp,https://ik.imagekit.io/rbok01qam/Custom%20icons%20img/xkyd_zp_03_2.avif?tr=f-auto,SpinWheelModal.vue,"convert-to-webp (avif->webp, unconfirmed - see note)","source is .avif, not covered by original png/jpg rule - defaulting to convert-to-webp for consistency, flag if wrong"
spinwheel,ui/spinwheel/wheel-pointer.webp,https://ik.imagekit.io/rbok01qam/Custom%20icons%20img/xkyd_zpcs.avif?tr=f-auto,SpinWheelModal.vue,"convert-to-webp (avif->webp, unconfirmed - see note)","source is .avif, not covered by original png/jpg rule - defaulting to convert-to-webp for consistency, flag if wrong"
account,ui/account/quick-icon-1.webp,https://ik.imagekit.io/rbok01qam/Custom%20icons%20img/style_6_icon_list_zdjl.avif?updatedAt=1780926787548&tr=f-auto,AccountPage.vue (quick action icons),"convert-to-webp (avif->webp, unconfirmed - see note)","source is .avif, not covered by original png/jpg rule - defaulting to convert-to-webp for consistency, flag if wrong"
account,ui/account/quick-icon-2.webp,https://ik.imagekit.io/rbok01qam/Custom%20icons%20img/style_6_icon_list_txgl.avif?updatedAt=1780926787637&tr=f-auto,AccountPage.vue (quick action icons),"convert-to-webp (avif->webp, unconfirmed - see note)","source is .avif, not covered by original png/jpg rule - defaulting to convert-to-webp for consistency, flag if wrong"
account,ui/account/quick-icon-3.webp,https://ik.imagekit.io/rbok01qam/Custom%20icons%20img/style_6_icon_list_fxzq.avif?updatedAt=1780926787711&tr=f-auto,AccountPage.vue (quick action icons),"convert-to-webp (avif->webp, unconfirmed - see note)","source is .avif, not covered by original png/jpg rule - defaulting to convert-to-webp for consistency, flag if wrong"
account,ui/account/quick-icon-4.webp,https://ik.imagekit.io/rbok01qam/Custom%20icons%20img/style_6_icon_list_kyd.avif?updatedAt=1780926787634&tr=f-auto,AccountPage.vue (quick action icons),"convert-to-webp (avif->webp, unconfirmed - see note)","source is .avif, not covered by original png/jpg rule - defaulting to convert-to-webp for consistency, flag if wrong"
account,ui/account/quick-icon-5.webp,https://ik.imagekit.io/rbok01qam/Custom%20icons%20img/style_6_icon_list_mrqd.avif?updatedAt=1780926787645&tr=f-auto,AccountPage.vue (quick action icons),"convert-to-webp (avif->webp, unconfirmed - see note)","source is .avif, not covered by original png/jpg rule - defaulting to convert-to-webp for consistency, flag if wrong"
badge,ui/badge/hot-badge.gif,https://ik.imagekit.io/rbok01qam/Custom%20icons%20img/ddca62d0-6422-11f1-aded-3d7319f38cf3.gif?tr=f-auto,"HomePage.vue (hot/trending overlay badge on game cards, 4 call sites)",keep-as-is (gif),
promo,ui/promo/card-1.webp,https://ik.imagekit.io/rbok01qam/Promotion%20page%20imags/1780759978456.png?updatedAt=1780760966566&tr=f-auto,PromotionsPage.vue / DailySignInModal.vue / ExchangeCodePage.vue,convert-to-webp,
promo,ui/promo/card-2.webp,https://ik.imagekit.io/rbok01qam/Promotion%20page%20imags/1780760107731.png?updatedAt=1780760988859&tr=f-auto,PromotionsPage.vue / DailySignInModal.vue / ExchangeCodePage.vue,convert-to-webp,
promo,ui/promo/card-3.webp,https://ik.imagekit.io/rbok01qam/Promotion%20page%20imags/1780760192895.png?updatedAt=1780761005943&tr=f-auto,PromotionsPage.vue / DailySignInModal.vue / ExchangeCodePage.vue,convert-to-webp,
promo,ui/promo/card-4.webp,https://ik.imagekit.io/rbok01qam/Promotion%20page%20imags/1780760302584.png?updatedAt=1780761039585&tr=f-auto,PromotionsPage.vue / DailySignInModal.vue / ExchangeCodePage.vue,convert-to-webp,
promo,ui/promo/card-5.webp,https://ik.imagekit.io/rbok01qam/Promotion%20page%20imags/1780760367968.png?updatedAt=1780761073668&tr=f-auto,PromotionsPage.vue / DailySignInModal.vue / ExchangeCodePage.vue,convert-to-webp,
promo,ui/promo/card-6.webp,https://ik.imagekit.io/rbok01qam/Promotion%20page%20imags/1780760452860.png?updatedAt=1780761090851&tr=f-auto,PromotionsPage.vue / DailySignInModal.vue / ExchangeCodePage.vue,convert-to-webp,
brand,ui/brand/logo-default.webp,https://ik.imagekit.io/rbok01qam/Brand%20Logo%20/IMG_20260605_215459.png?tr=f-auto,useSettings.js (brand_logo_url default),convert-to-webp,
brand,ui/brand/logo-agent-dashboard.webp,https://ik.imagekit.io/rbok01qam/Brand%20Logo%20/file_00000000300c71fab9e860fbdb4318d2.png?tr=f-auto,AgentDashboard.vue,convert-to-webp,
brand,ui/brand/logo-sidebar.webp,https://ik.imagekit.io/tdpebgueq/Brand%20Name%20Logo/IMG_20260602_154542.png?tr=f-auto,DesktopSidebar.vue,convert-to-webp,
app,ui/app/splash-logo.webp,https://ik.imagekit.io/jujqnaremd/iW99%20/file_00000000562871fd82ff877a645063a3.png?tr=f-auto,SplashScreen.vue,convert-to-webp,
